,employer,union,city,county,start_date,end_date,employer_type,union_type,contract_pdf_link
8431,Teaneck Tp-Bergen,Teaneck DPW Supv Assn,Teaneck Tp,Bergen,01/10/1977,12/31/1978,Municipal,"Blue Collar, Supervisors",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/9738b309e5177535852579cd0064e3f2/$FILE/ATT4SAG4/Teaneck%20Tp%20and%20Teaneck%20Pub%20Wrks%20Sups%20Group%201977.pdf
8432,Teaneck Tp-Bergen,Teaneck DPW Supv Assn,Teaneck Tp,Bergen,01/01/2008,12/31/2011,Municipal,"Blue Collar, Supervisors",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/13779188caf1bf6f8525745e006e6739/$FILE/Teaneck%20and%20Public%20Works%20Supv%202008.pdf
8433,Teaneck Tp-Bergen,Teaneck DPW Supv Assn,Teaneck Tp,Bergen,01/01/2004,12/31/2007,Municipal,Supervisors,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/29a6c181e92e299385256fe00063ac89/$FILE/Teaneck%20Tp%20and%20Teaneck%20DPW%20Supvs%20Assn%202004.pdf
8434,Teaneck Tp-Bergen,Teaneck DPW Supv Assn,Teaneck Tp,Bergen,01/01/2004,12/31/2007,Municipal,Supervisors,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/e8531c5368bc0a73852571fd0070fd67/$FILE/ATTHQKY6/Teaneck%20and%20Public%20Works%20Supervisors%202004.pdf
8435,Teaneck Tp-Bergen,Teaneck DPW Supv Assn,Teaneck Tp,Bergen,01/01/1994,12/31/1996,Municipal,Supervisors,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/e8e84a0898c1b6028525732b0069b425/$FILE/ATTXBJWQ/Teaneck%20Tp%20and%20Teaneck%20Pub%20Wrks%20Sups%20Assn%201994.pdf
8436,Teaneck Tp-Bergen,Teaneck DPW Supv Assn,Teaneck Tp,Bergen,01/01/1991,12/31/1993,Municipal,Supervisors,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/57af63a36895abed8525732b006a6176/$FILE/ATT76K4H/Teaneck%20Tp%20and%20Teaneck%20Pub%20Wrks%20Sups%20Assn%201991.pdf
8437,Teaneck Tp-Bergen,Teaneck DPW Supv Assn,Teaneck Tp,Bergen,01/01/1985,12/31/1987,Municipal,"Blue Collar, Supervisors",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/91c424c2dd2d3831852579cd00646653/$FILE/ATTSQGGN/Teaneck%20Tp%20and%20Teaneck%20Pub%20Wrks%20Sups%20Group1985.pdf
8438,Teaneck Tp-Bergen,Teaneck DPW Supv Assn,Teaneck Tp,Bergen,01/01/1983,12/31/1984,Municipal,Supervisors,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/1e5eef10ede41fa48525733000772674/$FILE/ATT8O4EO/Teaneck%20Tp%20and%20Teaneck%20DPW%20Supv%20Assn%201983.pdf
8439,Teaneck Tp-Bergen,Teaneck DPW Supv Assn,Teaneck Tp,Bergen,01/01/1981,12/31/1982,Municipal,"Blue Collar, Supervisors",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/9109ebb76823507b852579cd00659fad/$FILE/ATTRH8ZO/Teaneck%20Tp%20and%20Teaneck%20Pub%20Wrks%20Sups%20Group%201981.pdf
8440,Teaneck Tp-Bergen,Teaneck DPW Supv Assn,Teaneck Tp,Bergen,01/01/1979,12/31/1980,Municipal,"Blue Collar, Supervisors",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/68b915a2d6b44445852579cd00649749/$FILE/ATTJIFXC/Teaneck%20Tp%20and%20Teaneck%20Pub%20Wrks%20Sups%20Group%201979.pdf
8441,Teaneck Tp-Bergen,Teaneck Fire Offrs Loc 242,Teaneck Tp,Bergen,01/01/2004,12/31/2008,Municipal,Fire Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/392fa3e1ed0cf2aa85256fe0006416f6/$FILE/Teaneck%20Tp%20and%20Teaneck%20Fire%20Offrs%20Assn%20Loc%20242%202004.pdf
8442,Teaneck Tp-Bergen,Teaneck Fire Offrs Loc 242,Teaneck Tp,Bergen,01/01/1997,12/31/1999,Municipal,Fire Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/9f773baa1c549bd2852573840064379f/$FILE/ATT9PAS3/Teaneck%20Tp%20and%20Teaneck%20Fire%20Offrs%20Loc%20242%201997.pdf
8443,Teaneck Tp-Bergen,Teaneck Fire Offrs Loc 242,Teaneck Tp,Bergen,01/01/1994,12/31/1996,Municipal,Fire Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/58afa7a0eb63e4428525720a0064732e/$FILE/ATT4E45M/Teaneck%20Tp%20and%20Teaneck%20Prof%20Fire%20Offrs%20Assn%201994.pdf
8444,Teaneck Tp-Bergen,Teaneck Prof Fire Offrs Assn,Teaneck Tp,Bergen,01/01/2014,12/31/2017,Municipal,Fire Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/c293b1a67ed7667385257ed90064fb85/$FILE/Teaneck%20Tp%20and%20Teaneck%20Prof%20Fire%20Officers%20Assn%202014.pdf
8445,Teaneck Tp-Bergen,Teaneck Prof Fire Offrs Assn,Teaneck Tp,Bergen,01/01/1992,12/31/1993,Municipal,Fire Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/012fddfea7db96548525720a006438e6/$FILE/ATT1O4OX/Teaneck%20Tp%20and%20Teaneck%20Prof%20Fire%20Offrs%20Assn%201992.pdf
8446,Teaneck Tp-Bergen,Teaneck Prof Fire Offrs Assn,Teaneck Tp,Bergen,01/01/1989,12/31/1991,Municipal,Fire Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/01da628fa6b479218525721f005df0b8/$FILE/ATT4EXMZ/Teaneck%20Tp%20and%20Teaneck%20Prof%20Fire%20Offrs%20Assn%201989.pdf
8447,Teaneck Tp-Bergen,Teaneck Prof Fire Offrs Assn,Teaneck Tp,Bergen,01/01/1983,12/31/1984,Municipal,Fire Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/b51e6cf4ec228d6b85257998006620fb/$FILE/ATTJWN19/Teaneck%20Tp%20and%20Fire%20Offrs%20Teaneck%201983.pdf
8448,Teaneck Tp-Bergen,Teaneck Prof Fire Offrs Assn,Teaneck Tp,Bergen,01/01/1981,12/31/1982,Municipal,Fire Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/f151f971e34a2f718525799800660e76/$FILE/ATTO4AES/Teaneck%20Tp%20and%20Fire%20Offrs%20Teaneck%201981.pdf
8449,Teaneck Tp-Bergen,Teaneck Prof Fire Offrs Assn,Teaneck Tp,Bergen,01/01/1979,12/31/1980,Municipal,Fire Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/01c64d9b919b0492852579980065fb71/$FILE/ATTGSWIP/Teaneck%20Tp%20and%20Fire%20Offrs%20Teaneck%201979.pdf
8450,Teaneck Tp-Bergen,Teaneck Prof Fire Offrs Assn,Teaneck Tp,Bergen,01/01/1978,12/31/1978,Municipal,Fire Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/647b14da5b50520c852579980065e91b/$FILE/ATT1O0CG/Teaneck%20Tp%20and%20Fire%20Offrs%20Teaneck%201978.pdf
8451,Teaneck Tp-Bergen,Teaneck Prof Fire Offrs Assn,Teaneck Tp,Bergen,01/01/1974,12/31/1975,Municipal,Fire Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/2ec82b264f14a0e0852579980065cc8d/$FILE/ATT8K7U7/Teaneck%20Tp%20and%20Fire%20Offrs%20Teaneck%201974.pdf
8452,Teaneck Tp-Bergen,Teaneck Pub Lib Staff Assn,Teaneck Tp,Bergen,01/01/2004,12/31/2007,Municipal,"Professionals, Supervisors",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/d937973d0fd0aa5685256fe00064fd8d/$FILE/Teaneck%20Tp%20and%20Teaneck%20Pub%20Lib%20Staff%20Assn%202004.pdf
8453,Teaneck Tp-Bergen,Teaneck Pub Wkrs Assn,Teaneck Tp,Bergen,10/24/1970,12/31/1972,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/9e734150087b1d73852572fe00738d82/$FILE/ATTM6V8L/Teaneck%20Tp%20and%20Teaneck%20DPW%20Assn%201970.pdf
8454,Teaneck Tp-Bergen,Teaneck Pub Wkrs Assn,Teaneck Tp,Bergen,01/01/2004,12/31/2007,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/55dd11c80c84562d85256fe00063135b/$FILE/Teaneck%20Tp%20and%20Teaneck%20Pub%20Wkrs%20Assn%202004.pdf
8455,Teaneck Tp-Bergen,Teaneck Pub Wkrs Assn,Teaneck Tp,Bergen,01/01/2001,12/31/2003,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/036b100c09b9d5ae85257442005f2e7e/$FILE/ATTSZFOQ/Teaneck%20Tp%20and%20Teaneck%20Pub%20Wkrs%20Assn%202001.pdf
8456,Teaneck Tp-Bergen,Teaneck Pub Wkrs Assn,Teaneck Tp,Bergen,01/01/2001,12/31/2003,Municipal,Supervisors,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/1a167fdd74e21aca852574f0006d76ed/$FILE/ATTOKO3K/Teaneck%20Tp%20and%20Teaneck%20Pub%20Wkrs%20Assn%202001.pdf
8457,Teaneck Tp-Bergen,Teaneck Pub Wkrs Assn,Teaneck Tp,Bergen,01/01/1985,12/31/1987,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/3668eb7db0940e998525727c0072838b/$FILE/ATT61VF0/Teaneck%20Tp%20and%20Assn%20of%20Public%20Wkrs%201985.pdf
8458,Teaneck Tp-Bergen,Teaneck Pub Wkrs Assn,Teaneck Tp,Bergen,01/01/1983,12/31/1984,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/bc6e7211bb2d4109852572fe007417cc/$FILE/ATTH0DR6/Teaneck%20Tp%20and%20Teaneck%20Assn%20Pub%20Wrks%201983.pdf
8459,Teaneck Tp-Bergen,Teaneck Pub Wkrs Assn,Teaneck Tp,Bergen,01/01/1981,12/31/1982,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/699310f85bbe1cce852572fe0073dfcf/$FILE/ATT0ED17/Teaneck%20Tp%20and%20Teaneck%20Assn%20Pub%20Wrks%201981.pdf
8460,Teaneck Tp-Bergen,Teaneck Pub Wkrs Assn,Teaneck Tp,Bergen,01/01/1979,12/31/1980,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/65b8ea783e5f3e05852572fe0073bb40/$FILE/ATTINQRH/Teaneck%20Tp%20and%20Teaneck%20Assn%20Pub%20Wrks%201979.pdf
8461,Teaneck Tp-Bergen,Teaneck Sgts/Lts Assn,Teaneck Tp,Bergen,01/01/1987,12/31/1988,Municipal,Police Superior Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/945050dce43e64b8852571fd0070fe5d/$FILE/ATTK1CXR/Teaneck%20tp%20and%20Teaneck%20Sgts%20Lts%20Assn%201987.pdf
8462,Teaneck Tp-Bergen,Teaneck Sgts/Lts Assn,Teaneck Tp,Bergen,01/01/1985,12/31/1986,Municipal,Police Superior Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/74375a8948f94bcf8525716f005c2c56/$FILE/Teaneck%20Tp%20and%20Teaneck%20Sgts%20Lt%20Assn%201985.pdf
8463,Teaneck Tp-Bergen,Teaneck Sgts/Lts Assn,Teaneck Tp,Bergen,01/01/1983,12/31/1984,Municipal,Police Superior Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/e378cfa97ab569a38525716f005cb296/$FILE/Teaneck%20Tp%20and%20Teaneck%20Sgts%20Lts%20Assn%201983.pdf
8464,Teaneck Tp-Bergen,Teaneck Sgts/Lts Assn,Teaneck Tp,Bergen,01/01/1981,12/31/1982,Municipal,Police Superior Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/3211e0fc55515faf8525716f005d4985/$FILE/Teaneck%20Tp%20and%20Teaneck%20Sgts%20Lts%20Assn%201981.pdf
8465,Teaneck Tp-Bergen,Teaneck Sgts/Lts Assn,Teaneck Tp,Bergen,01/01/1979,12/31/1980,Municipal,Police Superior Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/33afed6b1fcbfec38525716f005e0ddb/$FILE/Teaneck%20Tp%20and%20Teaneck%20Sgts%20Lts%20Assn%201979.pdf
8466,Teaneck Tp-Bergen,Teaneck Sgts/Lts Assn,Teaneck Tp,Bergen,01/01/1978,12/31/1978,Municipal,Police Superior Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/9558b0eff89f15568525716f005daf81/$FILE/Teaneck%20Tp%20and%20Teaneck%20Sgts%20Lts%20Assn%201978.pdf
8467,Teaneck Tp-Bergen,Teaneck SOA,Teaneck Tp,Bergen,01/01/2013,12/31/2014,Municipal,Police Superior Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/4e2745bc8a90675485257ed900646336/$FILE/Teaneck%20Tp%20and%20Teaneck%20Police%20SOA%202013.pdf
8468,Teaneck Tp-Bergen,Teaneck SOA,Teaneck Tp,Bergen,01/01/2008,12/31/2012,Municipal,Police Superior Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/887bf0682255009e85257ed900648fee/$FILE/Teaneck%20Tp%20and%20Teaneck%20Police%20SOA%202008.pdf
8469,Tenafly Boro-Bergen,"Loc 342, LI Pub Service Ees UMD ILA AFL-CIO",Tenafly Boro,Bergen,01/01/2017,12/31/2019,Municipal,"Blue Collar, Dept of Public Works - All Divisions",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/868c8d54f75af3cc852581ca0069bcf3/$FILE/Bergen%20Cty%20and%20PSEU%202017.pdf
8470,Tenafly Boro-Bergen,"Loc 342, LI Pub Service Ees UMD ILA AFL-CIO",Tenafly Boro,Bergen,01/01/2014,12/31/2016,Municipal,Blue Collar,"https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/eebd0581a50e07ab85257df80065968d/$FILE/Tenafly%20Boro%20and%20Loc%20342,%20LI%20Pub%20Service%20Ees%20UMD%20ILA%20AFL-CIO%202014.pdf"
8471,Tenafly Boro-Bergen,"Loc 342, LI Pub Service Ees UMD ILA AFL-CIO",Tenafly Boro,Bergen,01/01/2011,12/31/2013,Municipal,"Blue Collar, Other",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/d33e6b72acc10c698525799e0062772b/$FILE/Tenafly%20Boro%20and%20PSEU%20Loc%20342%202011.pdf
8472,Tenafly Boro-Bergen,"Loc 342, LI Pub Service Ees UMD ILA AFL-CIO",Tenafly Boro,Bergen,01/01/2008,12/31/2010,Municipal,"Blue Collar, Other",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/1e3f739a61fa54f9852579eb004a9d42/$FILE/Tenafly%20Boro%20and%20Loc%20342%20LI%20Pub%20Svc%20Ees%202008.pdf
8473,Tenafly Boro-Bergen,NJELU Loc 1,Tenafly Boro,Bergen,01/01/2001,12/31/2004,Municipal,Dispatchers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/0ee7b7244a0bec0b852571fd0070fd66/$FILE/ATTPYSKM/Tenafly%20Boro%20and%20NJ%20Employees%20Loc%201%202001.pdf
8474,Tenafly Boro-Bergen,OPEIU Loc 32,Tenafly Boro,Bergen,01/01/2017,12/31/2019,Municipal,"Administrative Assistants, Supervisors",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/69b6860703e002d885258034005613bf/$FILE/Tenafly%20Boro%20and%20OPEIU%20Loc%2032%20Res%202017.pdf
8475,Tenafly Boro-Bergen,OPEIU Loc 32,Tenafly Boro,Bergen,01/01/2016,12/31/2018,Municipal,Library Services,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/c5f0b1b309854563852580ad006b129d/$FILE/Tenafly%20Boro%20and%20OPEIU%20Loc%2032%202016.pdf
8476,Tenafly Boro-Bergen,OPEIU Loc 32,Tenafly Boro,Bergen,01/01/2014,12/31/2016,Municipal,"Secretarial, Supervisors",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/7ec84ccc354a646185257ce70055cd05/$FILE/Tenafly%20Boro%20and%20OPEIU%20Loc%2032%202014.pdf
8477,Tenafly Boro-Bergen,OPEIU Loc 32,Tenafly Boro,Bergen,01/01/2011,12/31/2013,Municipal,Supervisors,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/f3d4f3c1a227c68c85257af70055345c/$FILE/Tenafly%20Boro%20and%20OPEIU%20Loc%2032%202011.pdf
8478,Tenafly Boro-Bergen,Park Dept Ees,Tenafly Boro,Bergen,01/01/1996,12/31/1997,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/bab04983640539748525738300716d4f/$FILE/ATTQP3LS/Tenafly%20Boro%20and%20Parks%20Dept%20Ees%201989.pdf
8479,Tenafly Boro-Bergen,PBA Loc 180,Tenafly Boro,Bergen,01/01/1996,12/31/1998,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/6f729a51fff9bbb08525737e006bf373/$FILE/ATTYXK1Y/Tenafly%20Boro%20and%20PBA%20Loc%20180%201996.pdf
8480,Tenafly Boro-Bergen,PBA Loc 180,Tenafly Boro,Bergen,01/01/1993,12/31/1995,Municipal,"Police Officers, Police Superior Officers",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/c4f8f3a175bbfbec852572d60065dc5d/$FILE/ATT4UTJ5/Tenafly%20Boro%20and%20PBA%20Loc%20180%201993.pdf
8481,Tenafly Boro-Bergen,PBA Loc 180,Tenafly Boro,Bergen,01/01/1990,12/31/1992,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/4f7839461bd415be852572d60065f4e5/$FILE/ATTAMGY0/Tenafly%20Boro%20and%20PBA%20Loc%20180%201990.pdf
8482,Tenafly Boro-Bergen,PBA Loc 180,Tenafly Boro,Bergen,01/01/1988,12/31/1989,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/112f9d26660a6def852571fd0070fe56/$FILE/ATT2ZJTY/Tenafly%20Boro%20and%20PBA%20Loc%20180%201988.pdf
8483,Tenafly Boro-Bergen,PBA Loc 180,Tenafly Boro,Bergen,01/01/1978,12/31/1979,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/473707fd6703fa07852571fd0070fe54/$FILE/ATTGJY6N/Tenafly%20Boro%20and%20PBA%20Loc%20180%201978.pdf
8484,Tenafly Boro-Bergen,PBA Loc 376,Tenafly Boro,Bergen,01/01/2019,12/31/2023,Municipal,"Detectives, Police Officers",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/89b1f8867749776e8525859f004c5332/$FILE/Tenafly%20boro%20and%20PBA%20loc%20376%202019.pdf
8485,Tenafly Boro-Bergen,PBA Loc 376,Tenafly Boro,Bergen,01/01/2016,12/31/2018,Municipal,"Patrol Women, Patrolmen, Police Officers",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/3e483d44e4af7238852580d800745bec/$FILE/Tenafly%20and%20PBA%20Loc%20376%202016.pdf
8486,Tenafly Boro-Bergen,PBA Loc 376,Tenafly Boro,Bergen,01/01/2013,12/31/2015,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/03ed6670d841e2a785257ec80055ee3c/$FILE/Tenafly%20Boro%20and%20PBA%20Loc%20376%202013.pdf
8487,Tenafly Boro-Bergen,PBA Loc 376,Tenafly Boro,Bergen,01/01/2002,12/31/2004,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/141da45377cf6db6852571fd0070fda5/$FILE/ATTAO8B9/Tenafly%20Boro%20and%20PBA%20loc%20376%202002.pdf
8488,Tenafly Boro-Bergen,RWDSU Loc 29,Tenafly Boro,Bergen,01/01/1997,12/31/1999,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/b809d812bb097193852574ef006fc6db/$FILE/ATTTIW13/Tenafly%20Boro%20and%20RWDSU%20Loc%2029%201997.pdf
8489,Tenafly Boro-Bergen,RWDSU Loc 29,Tenafly Boro,Bergen,01/01/1993,12/31/1996,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/0795ce66b94466be85257367006d61f9/$FILE/ATTN9MP5/Tenafly%20Boro%20and%20RWDSU%20Loc%2029%201993.pdf
8490,Tenafly Boro-Bergen,RWDSU Loc 29,Tenafly Boro,Bergen,01/01/1990,12/31/1992,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/1a8ee5054b4f03708525736100634d35/$FILE/ATTMD0IO/Tenafly%20Boro%20and%20RWDSU%20Loc%2029%201990.pdf
8491,Tenafly Boro-Bergen,Tenafly Admin Ees Assn,Tenafly Boro,Bergen,01/01/2017,12/31/2019,Municipal,"Clerical, Custodians, Traffic Maintenance Workers",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/295c980febb33ea28525803000596c21/$FILE/Tenafly%20Boro%20and%20Tenafly%20Admin%20Ees%20Unit%202017.pdf
8492,Tenafly Boro-Bergen,Tenafly Admin Ees Assn,Tenafly Boro,Bergen,01/01/2014,12/31/2016,Municipal,"Administrators, Clerical",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/7358e1a1de31ae8e85257d5d00689184/$FILE/Tenafly%20Boro%20and%20Tenafly%20Admin%20Ees%20Assn%202014.pdf
8493,Tenafly Boro-Bergen,Tenafly Admin Ees Assn,Tenafly Boro,Bergen,01/01/2011,12/31/2013,Municipal,"Other, Professionals, Secretarial, Custodians",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/bc9399c9cd82511885257a620056c3d3/$FILE/Tenafly%20Boro%20and%20Tenafly%20Admin%20Ees%20Assn%202011.pdf
8494,Tenafly Boro-Bergen,Tenafly Boro Crossing Guards,Tenafly Boro,Bergen,07/01/1988,12/31/1989,Municipal,Crossing Guards,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/68f1f3c9247652e8852572f80062c610/$FILE/ATT5ZC37/Tenafly%20Boro%20and%20Crossing%20Guards%201988.pdf
8495,Tenafly Boro-Bergen,Tenafly Boro Crossing Guards,Tenafly Boro,Bergen,03/27/1990,12/31/1991,Municipal,Crossing Guards,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/e60d4b1b440bdf0085257346006d49c4/$FILE/ATTFHM9V/Tenafly%20Boro%20and%20Crossing%20Guards%201990.pdf
8496,Tenafly Boro-Bergen,Tenafly Boro Crossing Guards,Tenafly Boro,Bergen,01/01/2000,12/31/2004,Municipal,Crossing Guards,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/87065f1159dde486852571fd0070fd78/$FILE/ATTE3MF0/Tenafly%20Boro-Bergen%20and%20Crossing%20Guards%202000.pdf
8497,Tenafly Boro-Bergen,Tenafly Boro Crossing Guards,Tenafly Boro,Bergen,01/01/1979,12/31/1979,Municipal,Crossing Guards,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/e6c844cdbd76f6ef852572db0062256e/$FILE/Tenafly%20Boro%20and%20Tenafly%20Boro%20Crossing%20Guards%201979.pdf
8498,Tenafly Boro-Bergen,Tenafly Boro Crossing Guards,Tenafly Boro,Bergen,01/01/1978,12/31/1978,Municipal,Crossing Guards,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/e8e49c9c7a5b5bd3852572d60054f39e/$FILE/Tenafly%20Boro%20and%20Tenafly%20Boro%20Crossing%20Guards%201978.pdf
8499,Tenafly Boro-Bergen,Tenafly Boro Crossing Guards,Tenafly Boro,Bergen,01/01/1977,12/31/1977,Municipal,Crossing Guards,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/7301a8d9f9d63842852572d6006b26de/$FILE/Tenafly%20Boro%20and%20Tenafly%20Boro%20Crossing%20Guards%201977.pdf
8500,Tenafly Boro-Bergen,Tenafly Crossing Guards Assn,Tenafly Boro,Bergen,01/01/2020,12/31/2022,Municipal,Crossing Guards,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/3528589982c7833f852586a8005c8f9e/$FILE/Tenafly%20Boro%20and%20Tenafly%20Crossing%20GUards%202020.pdf
8501,Tenafly Boro-Bergen,Tenafly Crossing Guards Assn,Tenafly Boro,Bergen,01/01/2017,12/31/2019,Municipal,Crossing Guards,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/9c7ab8f230b213d6852580fa006bb90b/$FILE/Tenafly%20Boro%20and%20Tenafly%20Crossing%20Guards%202017.pdf
8502,Tenafly Boro-Bergen,Tenafly Crossing Guards Assn,Tenafly Boro,Bergen,01/01/2014,12/31/2016,Municipal,Crossing Guards,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/315c54ab1fe23d4a85257cc3005b6fa8/$FILE/Tenafly%20Boro%20and%20Tenafly%20Crossing%20Guards%202014.pdf
