,Current Docket,Docket Numbers,Public Employer,Union,County,Arbitrator,Date Received,Award Type,Current Status,Appellate Court,Supreme Court,Consolidated with Docket Number(s),History,Filenames
317,IA-2002-033,IA-2002-033,Pequannock Tp,PBA Local 172,Morris,"Mason, F",02/24/2003,Conventional,Award Issued,,, ,IA-2002-033 Award Received on 02/24/2003,ia-2002-33.pdf
318,IA-2000-056,IA-2000-056,E Orange,FMBA Loc 23,Essex,"Zausner, B",02/24/2003,Conventional,Award Issued,,, ,"IA-2000-056 Award Received on 02/24/2003; IA-2000-056 Award Affirmed in Part and Remanded in Part per Commission Decision, PERC-2003-39 issued 12/20/2002; IA-2000-056 Award Received on 06/14/2002",IA-2000-56 2003.02.24.pdf; perc 2003-39.pdf; ia-2000-56.pdf
319,IA-2000-093,IA-2000-093 & IA-2000-096 & IA-2000-102 & IA-2000-105,Camden,IAFF Loc 2578,Camden,"Mastriani, J",02/24/2003,Conventional,Award Issued,,,IA-2000-0,IA-2000-093 & IA-2000-096 & IA-2000-102 & IA-2000-105 Award Received on 02/24/2003,IA 2000-105.pdf
320,IA-2000-093,IA-2000-093 & IA-2000-096 & IA-2000-102 & IA-2000-105,Camden,IAFF Loc 788,Camden,"Mastriani, J",02/24/2003,Conventional,Award Issued,,,"IA-2000-093, IA-2000-096, IA-2000-105",IA-2000-093 & IA-2000-096 & IA-2000-102 & IA-2000-105 Award Received on 02/24/2003,IA 2000-102.pdf
321,IA-2000-093,IA-2000-093 & IA-2000-096 & IA-2000-102 & IA-2000-105,Camden,FOP Lodge 1,Camden,"Mastriani, J",02/24/2003,Conventional,Award Issued,,,"IA-2000-093, IA-2000-102, IA-2000-105",IA-2000-093 & IA-2000-096 & IA-2000-102 & IA-2000-105 Award Received on 02/24/2003,IA2000-96.pdf
322,IA-2000-093,IA-2000-093 & IA-2000-096 & IA-2000-102 & IA-2000-105,Camden,Camden Police Superiors Org,Camden,"Mastriani, J",02/24/2003,Conventional,Award Issued,,,"IA-2000-096,IA-2000-102,IA-2000-105",IA-2000-093 & IA-2000-096 & IA-2000-102 & IA-2000-105 Award Received on 02/24/2003,IA2000-93.pdf
323,IA-2002-030,IA-2002-030,Camden Cty Sheriff's Office,PBA Loc 277 (Superiors),Camden,"Edelman, H",02/05/2003,Conventional,Award Issued,,, ,IA-2002-030 Award Received on 02/05/2003,IA-2002-30.pdf
324,IA-2002-032,IA-2002-032,Allendale Boro,PBA Local 217,Bergen,"Glasson, R",02/05/2003,Conventional,Appealed,,, ,"IA-2002-032 Award Affirmed per Commission Decision, PERC 2003-75 issued 04/25/2003; IA-2002-032 Award Received on 02/05/2003",perc 2003-75.pdf; IA-2002-32.pdf
325,IA-2001-050,IA-2001-050,Union Cty Prosecutor's Office,PBA Loc 250,Union,"Mastriani, J",01/23/2003,Conventional,Award Issued,,, ,IA-2001-050 Clarification of Award Received 04/09/2003; IA-2001-050 Award Received on 01/23/2003,IA-2001-50 clarification.pdf; IA-2001-50.pdf
326,IA-99-116,IA-99-116,Hudson Cty (Corrections),PBA Local 109 (Superiors),Hudson,"Hussey, D",01/20/2003,Conventional,Award Issued,,, ,IA-99-116 Award Received on 01/20/2003,IA-99-116.pdf
327,IA-2002-060,IA-2002-060 & IA-2002-059,Piscataway Tp,PBA Loc 93A (SOA),Middlesex,"Mastriani, J",11/25/2002,Conventional,Award Issued,,,IA-2002-059,IA-2002-059 Award Received on 11/25/2002; IA-2002-060 Award Received on 11/25/2002,IA-2002-59.pdf; IA-2002-60.pdf
328,IA-2002-059,IA-2002-059 & IA-2002-060,Piscataway Tp,PBA Loc 93,Middlesex,"Mastriani, J",11/25/2002,Conventional,Award Issued,,,IA-2002-060,IA-2002-059 Award Received on 11/25/2002; IA-2002-060 Award Received on 11/25/2002,IA-2002-59.pdf; IA-2002-60.pdf
329,IA-2001-035,IA-2001-035,NJ/State (Corrections),NJ Law Enforcement Supervisors Association a/w NJ State PBA,,"Glasson, R",11/04/2002,Conventional,Award Issued,,, ,IA-2001-035 Award Received on 11/04/2002,IA-2001-35.pdf
330,IA-2001-003,IA-2001-003,NJ/State (Corrections),NJ Law Enforcement SOA,,"Buchheit, S",11/01/2002,Conventional,Award Issued,,, ,IA-2001-003 Appeal Withdrawn 11/22/2002; IA-2001-003 Award Received on 11/01/2002,IA-2001-3.pdf
331,IA-2001-060,IA-2001-060,Burlington Cty,PBA Loc249,Burlington,"Glasson, R",10/07/2002,Conventional,Award Issued,,, ,IA-2001-060 Award Received on 10/07/2002,ia-2001-60.pdf
332,IA-2000-053,IA-2000-053,N Hudson Reg Fire & Rescue Dist,N Hudson Firefighters Assn,Hudson,"Mastriani, J",10/03/2002,Conventional,"Award Affirmed as Clarified in Arbitrator's 10/10/2003 Decision, per Commission Decision, PERC 2004-17 issued 10/30/2003",,, ,"IA-2000-053 Award Affirmed as Clarified in Arbitrator's 10/10/2003 Decision, per Commission Decision, PERC 2004-17 issued 10/30/2003; IA-2000-053 Decision on Clarification Received on 10/14/2003; IA-2000-053 Award Remanded for Clarification per Commission Decision, PERC 2004-10 issued 09/25/2003; IA-2000-053 Award Received on 10/03/2002",perc 2004-17.pdf; IA-2000-53 2003.10.14.pdf; perc 2004-10.pdf; ia-2000-53.pdf
333,IA-2000-036,IA-2000-036,N Hudson Reg Fire & Rescue Dist,N Hudson Fire Officers Assn,Hudson,"Mastriani, J",10/03/2002,Conventional,"Award Affirmed as Corrected, and as Clarified in Arbitrator's 10/10/2003 Decision, per Commission Decision, PERC 2004-18 issued 10/30/2003",,, ,"IA-2000-036 Award Affirmed as Corrected, and as Clarified in Arbitrator's 10/10/2003 Decision, per Commission Decision, PERC 2004-18 issued 10/30/2003; IA-2000-036 Decision on Clarification Received on 10/14/2003; IA-2000-036 Award Remanded for Clarification per Commission Decision, PERC 2004-11 issued 09/25/2003; IA-2000-036 Award Received on 10/03/2002",perc 2004-18.pdf; IA-2000-36 2003.10.14.pdf; perc 2004-11.pdf; ia-2000-36.pdf
334,IA-2002-037,IA-2002-037,Bloomingdale Boro,PBA Loc 354,Passaic,"Mason, F",09/03/2002,Conventional,Award Issued,,, ,IA-2002-037 Award Received on 09/03/2002,ia-2002-37.pdf
335,IA-2002-031,IA-2002-031,Vernon Tp,PBA Loc 285,Sussex,"Mason, F",08/14/2002,Conventional,Award Issued,,, ,IA-2002-031 Award Received on 08/14/2002,ia-2002-31.pdf
336,IA-2001-066,IA-2001-066,Raritan Boro,PBA Loc 82,Somerset,"Mastriani, J",07/16/2002,Conventional,Award Issued,,, ,IA-2001-066 Award Received on 07/16/2002,ia-2001-66.pdf
337,IA-2000-056,IA-2000-056,E Orange,FMBA Loc 23,Essex,"Zausner, B",06/14/2002,Conventional,"Award Affirmed in Part and Remanded in Part per Commission Decision, PERC-2003-39 issued 12/20/2002",,, ,"IA-2000-056 Award Received on 02/24/2003; IA-2000-056 Award Affirmed in Part and Remanded in Part per Commission Decision, PERC-2003-39 issued 12/20/2002; IA-2000-056 Award Received on 06/14/2002",IA-2000-56 2003.02.24.pdf; perc 2003-39.pdf; ia-2000-56.pdf
338,IA-2001-041,IA-2001-041,Moonachie Boro,PBA Loc 102,Bergen,"Tillem, J",05/28/2002,Conventional,Award Issued,,, ,IA-2001-041 Award Received on 05/28/2002,ia-2001-41.pdf
339,IA-2001-046,IA-2001-046,Union Cty,PBA Loc 199,Union,"Light, R",05/16/2002,Conventional,Appealed,,, ,"IA-2001-046 Award Affirmed with Modification per Commission Decision, PERC 2004-58 issued 03/26/2004; IA-2001-046 Award Received on 10/17/2003; IA-2001-046 Award Vacated - Remanded and new Arbitrator Directed per Commission Decision, PERC 2003-87 issued 05/30/2003; IA-2001-046 Award Received on 02/26/2003; IA-2001-046 Award Vacated and Remanded per Commission Decision, PERC-2003-033 issued 10/31/2002; IA-2001-046 Award Received on 05/16/2002",perc 2004-58.pdf; IA-2001-46 2003.10.17.pdf; perc 2003-87.pdf; IA-2001-46 2003.02.26.pdf; perc 2003-33.pdf; ia-2001-46.pdf
340,IA-2001-080,IA-2001-080,Union Cty,PBA Loc 73 (Superiors),Union,"Mason, F",04/14/2002,Conventional,Award Issued,,, ,IA-2001-080 Award Received on 04/14/2002,ia-2001-80.pdf
341,IA-2002-002,IA-2002-002 & IA-2000-083,Middlesex Cty (Corrections),PBA Loc 152A (Superiors),Middlesex,"Mastriani, J",04/10/2002,Conventional,Award Issued,,,IA-2000-083,IA-2002-002 & IA-2000-083 Award Received on 04/10/2002,IA-2002-2.pdf
342,IA-2000-083,IA-2000-083 & IA-2002-002,Middlesex Cty Sheriff's Office,Middlesex Cty Shrfs SOA,Middlesex,"Mastriani, J",04/10/2002,Conventional,Award Issued,,,IA-2002-002,IA-2000-083 & IA-2002-002 Award Received on 04/10/2002,IA-2000-83.pdf
343,IA-2000-074,IA-2000-074,Fairview Boro,PBA Loc 45,Bergen,"Mastriani, J",03/18/2002,Conventional,Award Issued,,, ,IA-2000-074 Award Received on 03/18/2002,ia-2000-74.pdf
344,IA-2000-091,IA-2000-091,Chester Boro,Chester Boro Police Offrs Assn,Morris,"Mastriani, J",03/04/2002,Conventional,Award Issued,,, ,IA-2000-091 Award Received on 03/04/2002,ia-2000-91.pdf
345,IA-99-040,IA-99-040,Camden Cty Sheriff's Office,PBA Loc 277,Camden,"Tener, J",12/03/2001,Conventional,Award Issued,,, ,IA-99-040 Award Received on 12/03/2001,IA-99-40.pdf
346,IA-2000-041,IA-2000-041,Dumont Boro,PBA Loc 83,Bergen,"Mastriani, J",10/30/2001,Conventional,Award Issued,,, ,IA-2000-041 Award Received on 10/30/2001,IA-2000-41.pdf
347,IA-2000-013,IA-2000-013 & IA-2000-012,Rutgers University,FOP Lodge 62A (SOA),,"Mastriani, J",10/17/2001,Conventional,Award Issued,,,IA-2000-012,IA-2000-013 & IA-2000-012 Award Received on 10/17/2001,IA-2000-13.pdf
348,IA-2000-012,IA-2000-012 & IA-2000-013,Rutgers University,FOP Lodge 62,,"Mastriani, J",10/17/2001,Conventional,Award Issued,,,IA-2000-013,IA-2000-012 & IA-2000-013 Award Received on 10/17/2001,IA-2000-12.pdf
349,IA-99-069,IA-99-069,Clifton,FMBA Loc 21,Passaic,"Glasson, R",09/05/2001,Conventional,App. Div. Appeal Dismissed,,, ,"App Div Appeal Dismissed; IA-99-069 Appeal Pending App. Div.; IA-99-069 Stay of PERC 2002-56 Denied App.Div. 7/9/2002; IA-99-069 Stay of PERC 2002-56 Denied per Commission Decision PERC 2002-74 issued 5/31/2002; IA-99-069 Appeal Filed App. Div., 5/8/2002; IA-99-069 Award Affirmed with Modification per Commission Decision, PERC 2002-56 issued 03/28/2002; IA-99-069 Award Received on 09/05/2001",perc 2002-74.pdf; perc-2000-56.pdf; ia-99-69.pdf
350,IA-99-088,IA-99-088,Union City,PBA Loc 8,Hudson,"Mastriani, J",08/29/2001,Conventional,Award Issued,,, ,IA-99-088 Award Received on 08/29/2001,ia-99-88.pdf
351,IA-99-111,IA-99-111 & IA-99-121,Asbury Park,PBA Loc 6,Monmouth,"Mastriani, J",07/27/2001,Conventional,Award Issued,,,IA-99-121,IA-99-111 & IA-99-121 Award Received on 07/27/2001,IA-99-111.pdf
352,IA-99-121,IA-99-121 & IA-99-111,Asbury Park,PBA Loc 6 (Superiors),Monmouth,"Mastriani, J",07/27/2001,Conventional,Award Issued,,,IA-99-111,IA-99-121 & IA-99-111 Award Received on 07/27/2001,IA-99-121.pdf
353,IA-2001-047,IA-2001-047,Atlantic Cty,PBA Loc 77 (Superiors),Atlantic,"Mastriani, J",07/03/2001,Conventional,Award Issued,,, ,IA-2001-047 Award Received on 07/03/2001,IA-2001-047.pdf
354,IA-2000-011,IA-2000-011,Phillipsburg,PBA Loc 56,Warren,"Mastriani, J",05/17/2001,Conventional,Award Issued,,, ,IA-2000-011 Award Received on 05/17/2001,IA-2000-11.pdf
355,IA-2000-071,IA-2000-071,Orange Tp,Orange Police SOA,Essex,"Mason, F",05/16/2001,Conventional,"IA-2000-071 Award Affirmed per Commission Decision, PERC-2002-4 issued 08/16/2001",,., ,"IA-2000-071 Award Affirmed per Commission Decision, PERC-2002-4 issued 08/16/2001; IA-2000-071 Award Received on 05/16/2001",PERC-2002-4.pdf; IA-2000-071.pdf
356,IA-99-113,IA-99-113,W Orange Tp,FMBA Loc 28,Essex,"Bucheit, S",04/11/2001,Conventional,Award Issued,,, ,IA-99-113 Award Received on 04/11/2001,ia-99-113.pdf
357,IA-2000-005,IA-2000-005,Union Cty,PBA Loc 73,Union,"Mastriani, J",03/27/2001,Conventional,Award Issued,,, ,IA-2000-005 Award Received on 03/27/2001,IA-2000-005.pdf
358,IA-99-124,IA-99-124,Hudson Cty (Corrections),PBA Loc 109,Hudson,"Light, R",03/26/2001,Conventional,Award Issued,,, ,IA-99-124 Award Received on 03/26/2001,IA-99-124.pdf
359,IA-2000-001,IA-2000-001 & IA-2000-002,S Amboy,PBA Loc 63,Middlesex,"Mastriani, J",03/09/2001,Conventional,Award Issued,,,IA-2000-002,IA-2000-001 & IA-2000-002 Award Received on 03/09/2001,ia-2000-1.pdf
360,IA-2000-002,IA-2000-002 & IA-2000-001,S Amboy,S Amboy SOA,Middlesex,"Mastriani, J",03/09/2001,Conventional,Award Issued,,,IA-2000-001,IA-2000-002 & IA-2000-001 Award Received on 03/09/2001,ia-2000-2.pdf
361,IA-2000-046,IA-2000-046 & IA-2000-047,N Plainfield Boro,PBA Loc 85,Somerset,"Glasson, R",03/09/2001,Conventional,Award Issued,,,IA-2000-047,IA-2000-046 & IA-2000-047 Award Received on 03/09/2001,ia-2000-46.pdf
362,IA-2000-047,IA-2000-047 & IA-2000-046,N Plainfield Boro,PBA Loc 85 (Superiors),Somerset,"Glasson, R",03/09/2001,Conventional,Award Issued,,,IA-2000-046,IA-2000-047 & IA-2000-046 Award Received on 03/09/2001,ia-2000-47.pdf
363,IA-99-075,IA-99-075,Hudson Cty Sheriff's Office,PBA Loc 334,Hudson,"Mastriani, J",03/07/2001,Conventional,Award Issued,,, ,IA-99-075 Award Received on 03/07/2001,ia-99-75.pdf
364,IA-2000-104,IA-2000-104,Caldwell Boro Tp,PBA Loc 81,Essex,"Mason, F",03/06/2001,Conventional,Award Issued,,, ,IA-2000-104 Award Received on 03/06/2001,ia-2000-104.pdf
365,IA-99-025,IA-99-025,Irvington Tp,PBA Loc 29,Essex,"Hussey, D",01/19/2001,Conventional,Award Issued,,, ,IA-99-025 Award Received on 01/19/2001,IA-99-025.pdf
366,IA-99-037,IA-99-037,Camden Cty Prosecutor's Office,PBA Loc 316,Camden,"Mastriani, J",12/29/2000,Conventional,Award Issued,,, ,IA-99-037 Award Received on 12/29/2000,IA-99-037.pdf
367,IA-99-057,IA-99-057,Maplewood Tp,PBA Loc 44,Essex,"Mastriani, J",12/27/2000,Conventional,Award Issued,,, ,IA-99-057 Award Received on 12/27/2000,IA-99-057.pdf
368,IA-99-058,IA-99-058,Pemberton Tp,PBA Loc 260,Burlington,"Mastriani, J",12/13/2000,Conventional,Award Issued,,, ,IA-99-058 Award Received on 12/13/2000,IA-99-58.pdf
369,IA-99-048,IA-99-048,Hackettstown,PBA Loc 369,Warren,"Mastriani, J",11/27/2000,Conventional,Award Issued,,, ,IA-99-048 Award Received on 11/27/2000,IA-99-048.pdf
370,IA-2000-014,IA-2000-014,Roselle Boro,Roselle Police SOA,Union,"Brent, D",10/20/2000,Conventional,Award Issued,,, ,IA-2000-014 Appeal Withdrawn - Case Resolved by Parties after Award Issued 08/07/2002; IA-2000-014 Award Received on 10/20/2000,IA-2000-014.pdf
371,IA-98-121,IA-98-121,Elizabeth,FMBA Loc 9,Union,"Light, R",08/31/2000,Conventional,Award Issued,,, ,IA-98-121 Award Received on 08/31/2000,ia-98-121.pdf
372,IA-2000-010,IA-2000-010,Piscataway Tp,PBA Loc 93,Middlesex,"Hammer, L",08/30/2000,Conventional,Award Issued,,, ,IA-2000-010 Appeal Withdrawn - Case Resolved by Parties after Award Issued 06/22/2001; IA-2000-010 Award Received on 08/30/2000,ia-2000-010.pdf
373,IA-98-097,IA-98-097,Butler Boro,PBA Loc 198,Morris,"Mason, F",07/31/2000,Conventional,Award Issued,,, ,IA-98-097 Award Received on 07/31/2000,ia-98-097.pdf
374,IA-99-002,IA-99-002,New Brunswick,PBA Loc 23 & 23A,Middlesex,"Scheinman, M",07/17/2000,Conventional,Award Issued,,, ,IA-99-002 Award Received on 07/17/2000,ia-99-002.pdf
375,IA-2000-004,IA-2000-004,NJ/State,NJ State PBA SLEC,,"Mastriani, J",06/30/2000,Conventional,Award Issued,,., ,IA-2000-004 Award Received on 06/30/2000,IA-2000-4.pdf
376,IA-99-009,IA-99-009,NJ Inst of Technology,FOP Lodge 93,Essex,"Tener, J",06/20/2000,Conventional,Award Issued,,, ,IA-99-009 Award Received on 06/20/2000,IA-99-009.pdf
377,IA-98-098,IA-98-098,Shrewsbury Boro,PBA Loc 308,Monmouth,"Scheinman, M",06/01/2000,Conventional,Award Issued,,, ,IA-98-098 Appeal Withdrawn - Case Resolved by Parties after Award Issued 01/11/2001; IA-98-098 Award Received on 06/01/2000,ia-98-98.pdf
378,IA-99-110,IA-99-110,Manville Boro,PBA Loc 236,Somerset,"Weiss, E",05/31/2000,Conventional,Award Issued,,, ,IA-99-110 Award Received on 05/31/2000,ia-99-110.pdf
379,IA-2000-003,IA-2000-003,New Milford Boro,PBA Loc 83,Bergen,"Glasson, R",05/24/2000,Conventional,Award Issued,,, ,IA-2000-003 Award Received on 05/24/2000,IA-2000-3.pdf
380,IA-99-059,IA-99-059,Saddle Brook Tp,PBA Loc 102,Bergen,"Mastriani, J",05/02/2000,Conventional,Award Issued,,, ,IA-99-059 Award Received on 05/02/2000,ia-99-59.pdf
381,IA-99-074,IA-99-074,Hudson Cty Prosecutor's Office,PBA Loc 232,Hudson,"Mason, F",04/28/2000,Conventional,Award Issued,,, ,IA-99-074 Appeal Withdrawn 06/01/2000; IA-99-074 Award Received on 04/28/2000,ia-99-74.pdf
382,IA-99-076,IA-99-076,Passaic,PBA Loc 14,Passaic,"Weisblatt, J",04/27/2000,Conventional,Award Issued,,, ,IA-99-076 Award Received on 04/27/2000,ia-99-76.pdf
383,IA-99-060,IA-99-060,River Edge Bor,PBA Loc 201,Bergen,"Weiss, E",04/25/2000,Conventional,Award Issued,,, ,IA-99-060 Award Received on 04/25/2000,ia-99-60.pdf
384,IA-99-046,IA-99-046,Allendale Boro,PBA Loc 217,Bergen,"Mastriani, J",04/24/2000,Conventional,Award Issued,,, ,IA-99-046 Award Received on 04/24/2000,ia-99-46.pdf
385,IA-99-019,IA-99-019,Linden,PBA Loc 42,Union,"Mastriani, J",04/11/2000,Conventional,Award Issued,,, ,IA-99-019 Award Received on 04/11/2000,ia-99-19.pdf
386,IA-99-089,IA-99-089,Somerset Cty Sheriff's Office,FOP Lodge 39,Somerset,"Mastriani, J",04/03/2000,Conventional,Award Issued,,, ,IA-99-089 Award Received on 04/03/2000,ia-99-89.pdf
387,IA-99-008,IA-99-008,Borough of Ramsey,PBA Loc 155,Passaic,"Mastriani, J",02/18/2000,Conventional,Award Issued,,, ,IA-99-008 Award Received on 02/18/2000,ia-99-8.pdf
388,IA-99-097,IA-99-097,Morris Cty Sheriff's Office,PBA Loc 298,Morris,"Glasson, R",02/01/2000,Conventional,Award Issued,,, ,IA-99-097 Award Received on 02/01/2000,ia-99-97.pdf
389,IA-99-067,IA-99-067,Seaside Park Boro,PBA Loc 182,Ocean,"Weiss, E",01/11/2000,Conventional,Award Issued,,, ,IA-99-067 Award Received on 01/11/2000,ia-99-67.pdf
390,IA-97-136,IA-97-136,NJ Transit,PBA Loc 304, ,"Mastriani, J",12/22/99,Conventional,Award Issued,,, ,IA-97-136 Award Received on 12/22/1999,ia-97-136.pdf
391,IA-97-008,IA-97-008 & IA-98-059,Bogota Boro,PBA Loc 86,Bergen,"Mastriani, J",12/15/99,Conventional,Award Issued,,,IA-98-059,"IA-97-008 & IA-98-059 Award Received on 12/15/1999; IA-97-008 Award Vacated, Consolidated with IA-97-008 and Appointment to New Arbitrator Directed per Commission Decision, PERC 99-20 issued 08/20/98; IA-97-008 Award Received on 05/01/1998; IA-97-008 Award Vacated and Remanded per Commission Decision, PERC 98-104 issued 01/30/98; IA-97-008 Award Received on 09/15/1997",ia-98-59.pdf; perc_99-20.pdf; ia-97-8.pdf; perc_98-104.pdf; ia-97-8_1.pdf
392,IA-98-059,IA-98-059 & IA-97-008,Bogota Boro,PBA Loc 86,Bergen,"Mastriani, J",12/15/99,Conventional,Award Issued,,,IA-97-008,"IA-98-059 & IA-97-008 Award Received on 12/15/1999; IA-97-008 Award Vacated, Consolidated with IA-97-008 and Appointment to New Arbitrator Directed per Commission Decision, PERC 99-20 issued 08/20/98; IA-97-008 Award Received on 05/01/1998; IA-97-008 Award Vacated and Remanded per Commission Decision, PERC 98-104 issued 01/30/98; IA-97-008 Award Received on 09/15/1997",ia-98-59.pdf; perc_99-20.pdf; ia-97-8.pdf; perc_98-104.pdf; ia-97-8_1.pdf
393,IA-99-001,IA-99-001,Spring Lake Boro,PBA Loc 50,Monmouth,"Mastriani, J",11/03/99,Conventional,Award Issued,,, ,IA-99-001 Award Received on 11/03/1999,ia-99-1.pdf
394,IA-98-094,IA-98-094,Demarest Boro,PBA Loc 350,Bergen,"Buchheit, S",09/08/99,Conventional,Award Issued,,, ,IA-98-094 Award Received on 09/08/1999,ia-98-94.pdf
395,IA-98-065,IA-98-065 & IA-98-066,Nutley Tp,PBA Loc 33 (Superiors),Essex,"Scheinman, M",09/03/99,Conventional,Award Issued,,,IA-98-066,IA-98-065 & IA-98-066 Award Received on 09/03/1999,ia-98-65.pdf
396,IA-98-066,IA-98-066 & IA-98-065,Nutley Tp,PBA Loc 33,Essex,"Scheinman, M",09/03/99,Conventional,Award Issued,,,IA-98-065,IA-98-066 & IA-98-065 Award Received on 09/03/1999,ia-98-66.pdf
397,IA-98-086,IA-98-086,NJ/State (State Police),State Troopers NCO Assn, ,"Zausner, B",09/01/99,Conventional,Award Issued,,, ,IA-98-086 Award Received on 09/01/1999,ia-98-86.pdf
398,IA-94-059,IA-94-059,Aberdeen Tp.,PBA Loc 163,Monmouth,"Tener, J",08/05/99,Conventional,Award Issued,286 N.J. Super. 372 (App. Div. 1996,, ,"IA-94-059 Award Received on 08/05/1999; IA-94-059 Chancery Division decision Affirmed Appellate Division, 1/17/96; IA-94-059 Award Vacated and Remanded by Superior Court, Chancery Division, and Appointment to New Arbitrator Directed, 4/28/95; IA-94-059 Award Received 01/17/95",ia-94-59.pdf
399,IA-99-007,IA-99-007 & IA-99-006,Union Cty Prosecutor's Office,PBA Loc 250 (Superiors),Union,"Kurtzman, C",07/02/99,Conventional,Award Issued,,,IA-99-006,IA-99-007 & IA-99-006 Award Received on 07/02/1999,ia-99-7.pdf
400,IA-99-006,IA-99-006 & IA-99-007,Union Cty Prosecutor's Office,PBA Loc 250,Union,"Kurtzman, C",07/02/99,Conventional,Award Issued,,,IA-99-007,IA-99-006 & IA-99-007 Award Received on 07/02/1999,ia-99-6.pdf
401,IA-97-128,IA-97-128,S Brunswick Tp,PBA Loc 166,Middlesex,"Light, R",07/01/99,Conventional,Award Issued,,, ,IA-97-128 Award Received on 07/01/1999,ia-97-128.pdf
402,IA-98-091,IA-98-091,Cliffside Park Boro,PBA Loc 96,Bergen,"Tener, J",06/25/99,Conventional,Award Issued,,, ,IA-98-091 Award Received on 06/25/1999,ia-98-91.pdf
403,IA-98-019,IA-98-019,Stone Harbor Boro,PBA Loc 59,Cape May,"Mastriani, J",06/22/99,Conventional,Award Issued,,, ,IA-98-019 Award Received on 06/22/1999,ia-98-19.pdf
404,IA-97-130,IA-97-130,Orange Tp,Orange Fire Offrs Assn,Essex,"Weisblatt, J",06/14/99,Conventional,Award Issued,,, ,IA-97-130 Appeal Withdrawn 06/28/99; IA-97-130 Award Received on 06/14/1999,ia-97-130.pdf
405,IA-99-021,IA-99-021,N Brunswick Tp,PBA Loc 160 SOA,Middlesex,"Hussey, D",05/27/99,Conventional,Award Issued,,, ,IA-99-021 Award Received on 05/27/1999,ia-99-21.pdf
406,IA-98-015,IA-98-015,Sussex Cty Pros,PBA Loc 138,Sussex,"Kurtzman, C",05/20/99,Conventional,Award Issued,,, ,IA-98-015 Award Received on 05/20/1999,ia-98-15.pdf
407,IA-98-040,IA-98-040,Palisades Park Boro,PBA Loc 45,Bergen,"Mastriani, J",05/20/99,Conventional,Award Issued,,, ,IA-98-040 Award Received on 05/20/1999,ia-98-40.pdf
408,IA-98-029,IA-98-029,Salem,Salem Police Offrs Assn,Salem,"Tener, J",05/11/99,Conventional,Award Issued,,, ,IA-98-029 Award Received on 05/11/1999,ia-98-29.pdf
409,IA-98-027,IA-98-027,Hillside Tp,Hillside Police SOA,Union,"Brent, D",04/12/99,Conventional,Award Issued,,, ,IA-98-027 Award Received on 04/12/1999,ia-98-27.pdf
410,IA-97-112,IA-97-112,Atlantic City,PBA Loc 24,Atlantic,"Scheinman, M",03/23/99,Conventional,Award Issued,,, ,IA-97-112 Award Received on 03/23/1999,ia-97-112.pdf
411,IA-97-045,IA-97-045,Teaneck Tp,FMBA Loc 42,Bergen,"Begin, J",03/17/99,Conventional,Affirmed by Supreme Court 10/1/2003,353 N.J. Super. 289 (App. Div. 2002),, ,"Affirmed by Supreme Court; IA-97-045 Petition for Certification from Appellate Division Decision Filed with Supreme Court 8/14/02; IA-97-045 Remanded to Arbitrator as per App. Div and Commission Decision, PERC 2003-11 issued 7/26/02; IA-97-045 PERC 2000-33 Aff'd in Part, Rev'd and Remanded in Part App. Div. 7/16/2002; IA-97-045 Appeal Filed App. Div., 12/13/99; IA-97-045 Award Affirmed with Modification per Commission Decision, PERC 2000-33 issued 10/29/99; IA-97-045 Award Received on 03/17/1999",perc 2003-11.pdf; A-1850-99T1.pdf; perc_2000-33.pdf; ia-97-45.pdf
412,IA-98-038,IA-98-038,Scotch Plains Tp,PBA Loc 87,Union,"Mastriani, J",03/17/99,Conventional,Award Issued,,, ,IA-98-038 Award Received on 03/17/1999,ia-98-38.pdf
413,IA-99-022,IA-99-022,NJ/State (State Police),State Troopers SOA, ,"Hammer, L",03/16/99,Conventional,Award Issued,,, ,IA-99-022 Award Received on 03/16/1999,ia-99-22.pdf
414,IA-98-034,IA-98-034,Montgomery Tp,PBA Loc 355,Somerset,"Zausner, B",02/24/99,Conventional,Award Issued,,, ,IA-98-034 Award Received on 02/24/1999,ia-98-34.pdf
415,IA-97-094,IA-97-094,Edison Tp,IAFF Loc 2883,Middlesex,"Scheinman, M",02/16/99,Conventional,Award Issued,,, ,IA-97-094 Award Received on 02/16/1999,ia-97-94.pdf
416,IA-97-082,IA-97-082,Newark,Newark Fire Deputy Chiefs Assn,Essex,"Kurtzman, C",01/25/99,Conventional,"Award Affirmed per Commission Decision, PERC 99-97 issued 04/30/99",,, ,"IA-97-082 Award Affirmed per Commission Decision, PERC 99-97 issued 04/30/99; IA-97-082 Award Received on 01/25/1999",perc_99-97.pdf; ia-97-82.pdf
417,IA-98-011,IA-98-011,Allentown Boro,FOP Lodge 114,Monmouth,"Mastriani, J",01/22/99,Conventional,Award Issued,,, ,IA-98-011 Appeal Withdrawn 05/25/99; IA-98-011 Award Received on 01/22/1999,ia-98-11.pdf
418,IA-98-025,IA-98-025,Delran Tp,Delran Tp Police SOA,Burlington,"Tillem, J",01/13/99,Conventional,"Award Affirmed per Commission Decision, PERC 99-86 issued 03/26/99",,, ,"IA-98-025 Award Affirmed per Commission Decision, PERC 99-86 issued 03/26/99; IA-98-025 Award Received on 01/13/1999",perc_99-86.pdf; ia-98-25.pdf
